,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL518038,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,intermediate,407.96700000000016,6.006140000000005,2.0,5.0,5.4089353929735005
1,CHEMBL455936,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)c1C,intermediate,449.9630000000002,6.561640000000004,2.0,5.0,5.292429823902063
2,CHEMBL459722,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)OCC,intermediate,459.0150000000002,6.416000000000006,1.0,7.0,5.251811972993799
3,CHEMBL457000,CCCCCCC(Sc1nc(Cl)cc(Nc2cc(OCC(F)(F)F)cc(OCC(F)(F)F)c2)n1)C(=O)O,intermediate,575.9590000000002,7.271500000000006,2.0,7.0,5.585026652029182
4,CHEMBL460616,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccccc3)cc2)n1)C(=O)O,intermediate,456.01100000000014,7.056300000000006,2.0,5.0,5.795880017344075
5,CHEMBL462523,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)O,intermediate,470.0380000000002,6.9248000000000065,2.0,5.0,5.886056647693163
6,CHEMBL456792,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,intermediate,481.0210000000002,6.927980000000006,2.0,6.0,5.769551078621726
7,CHEMBL463776,CCCCCCC(Sc1nc(Cl)cc(Nc2cc(C)c(-c3ccccc3)cc2OC)n1)C(=O)O,intermediate,500.06400000000025,7.373320000000007,2.0,6.0,5.6777807052660805
8,CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,472.09400000000016,8.010300000000008,1.0,3.0,5.6777807052660805
9,CHEMBL456800,CCCCCC[C@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,intermediate,481.0210000000002,6.927980000000006,2.0,6.0,5.6777807052660805
10,CHEMBL457204,CCCCCC[C@@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,intermediate,481.0210000000002,6.927980000000006,2.0,6.0,5.795880017344075
11,CHEMBL518038,CCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,inactive,407.96700000000016,6.006140000000005,2.0,5.0,4.920818753952375
12,CHEMBL462523,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)O,intermediate,470.0380000000002,6.9248000000000065,2.0,5.0,5.221848749616356
13,CHEMBL457000,CCCCCCC(Sc1nc(Cl)cc(Nc2cc(OCC(F)(F)F)cc(OCC(F)(F)F)c2)n1)C(=O)O,inactive,575.9590000000002,7.271500000000006,2.0,7.0,4.522878745280337
14,CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,472.09400000000016,8.010300000000008,1.0,3.0,5.619788758288394
15,CHEMBL182032,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(-c3ccc(-c4ccccc4)c(F)c3)cc12,active,526.0510000000002,8.777820000000002,1.0,2.0,7.920818753952375
16,CHEMBL550489,O=C(O)CCc1c(-c2ccc(Cl)cc2)c(-c2ccccc2)c2n1CCC2,intermediate,365.8600000000002,5.438900000000005,1.0,2.0,5.7447274948966935
17,CHEMBL551236,Cc1ccc(S(=O)(=O)NC(=O)CCc2c(-c3ccc(Cl)cc3)c(-c3ccccc3)c3n2CC(C)(C)C3)cc1,intermediate,547.1200000000002,6.803920000000007,1.0,4.0,5.6777807052660805
18,CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,472.09400000000016,8.010300000000008,1.0,3.0,5.675717544702307
19,CHEMBL564318,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(Cc3nnn[nH]3)n2C1,intermediate,403.91700000000014,5.161700000000003,1.0,4.0,5.4089353929735005
20,CHEMBL563280,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)NS(=O)(=O)c3ccccc3)n2C1,intermediate,519.0660000000001,6.105400000000006,1.0,4.0,5.346787486224656
21,CHEMBL550894,Cc1ccc(S(=O)(=O)NC(=O)Cc2c(-c3ccc(Cl)cc3)c(-c3ccccc3)c3n2CC(C)(C)C3)cc1,intermediate,533.0930000000003,6.413820000000006,1.0,4.0,5.318758762624412
22,CHEMBL560898,CCC1(CC)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)NS(C)(=O)=O)n2C1,intermediate,485.04900000000026,5.456300000000007,1.0,4.0,5.229147988357856
23,CHEMBL561824,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc4ccoc4c3)c(CC(=O)O)n2C1,intermediate,385.4630000000002,5.777700000000006,1.0,3.0,5.207608310501746
24,CHEMBL300982,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,intermediate,379.88700000000017,5.684900000000004,1.0,2.0,5.173925197299173
25,CHEMBL549341,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CCC(=O)O)n2C1,intermediate,393.9140000000002,6.0750000000000055,1.0,2.0,5.142667503568732
26,CHEMBL300982,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,intermediate,379.88700000000017,5.684900000000004,1.0,2.0,5.221848749616356
27,CHEMBL270347,Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,active,346.79200000000003,6.328800000000003,1.0,1.0,7.443697499232712
28,CHEMBL568545,Fc1cccc(Cl)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,381.2370000000001,6.9822000000000015,1.0,1.0,8.301029995663981
29,CHEMBL567282,Fc1cccc(Cl)c1-c1nc2c3cc(Cl)ccc3c3ccccc3c2[nH]1,active,381.2370000000001,6.9822000000000015,1.0,1.0,7.958607314841775
30,CHEMBL584932,Fc1cccc(Cl)c1-c1nc2c3ccc(Br)cc3c3ccccc3c2[nH]1,active,425.6880000000001,7.091300000000001,1.0,1.0,8.698970004336019
31,CHEMBL568551,Fc1cccc(Cl)c1-c1nc2c([nH]1)c1ccccc1c1cccc(Br)c12,active,425.6880000000001,7.091300000000003,1.0,1.0,6.958607314841775
32,CHEMBL566445,Fc1cccc(Cl)c1-c1nc2c3cc(Br)ccc3c3ccccc3c2[nH]1,active,425.6880000000001,7.091300000000001,1.0,1.0,7.6020599913279625
33,CHEMBL566261,Fc1cccc(Cl)c1-c1nc2c3cccc(Br)c3c3ccccc3c2[nH]1,active,425.6880000000001,7.091300000000001,1.0,1.0,8.096910013008056
34,CHEMBL568125,Fc1cccc(Cl)c1-c1nc2c3ccc(Br)cc3c3cc(Br)ccc3c2[nH]1,active,504.5840000000001,7.8538000000000014,1.0,1.0,8.522878745280337
35,CHEMBL585110,CC(C)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,467.7690000000002,8.214700000000004,1.0,1.0,8.397940008672037
36,CHEMBL566446,COc1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,455.7140000000001,7.0999000000000025,1.0,2.0,8.221848749616356
37,CHEMBL568576,CC(=O)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,467.7250000000001,7.2939000000000025,1.0,2.0,8.096910013008056
38,CHEMBL585763,OC(c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21)(C(F)(F)F)C(F)(F)F,active,591.7080000000003,8.403500000000003,2.0,2.0,9.0
39,CHEMBL566262,CC(C)(O)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,483.7680000000002,7.318700000000004,2.0,2.0,8.154901959985743
40,CHEMBL585486,Cc1ccc2c(c1)c1cc(C)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,active,374.8460000000001,6.945640000000003,1.0,1.0,8.154901959985743
41,CHEMBL565831,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,active,430.8660000000001,6.734000000000003,1.0,3.0,6.913640169325252
42,CHEMBL568366,CC(C)(O)c1ccc2c(c1)c1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,active,570.892,7.868400000000004,3.0,3.0,7.346787486224656
43,CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,378.82200000000006,5.933060000000002,1.0,3.0,9.0
44,CHEMBL584930,CC(C)(O)c1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,436.9020000000002,6.160460000000004,2.0,4.0,8.397940008672037
45,CHEMBL568546,CS(=O)(=O)c1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,456.9140000000002,5.336560000000004,1.0,5.0,8.045757490560675
46,CHEMBL585116,N#CCCCOc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,461.9120000000002,6.6156400000000035,1.0,5.0,9.0
47,CHEMBL585690,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(OCCn4cccc4)ccc3c2[nH]1,active,487.9500000000002,6.813560000000003,1.0,5.0,9.0
48,CHEMBL585295,CS(=O)(=O)c1ccc(-c2ccc3c(c2)c2cc(Cl)ccc2c2nc(-c4c(C#N)cccc4C#N)[nH]c32)cc1,active,533.0120000000003,7.003560000000004,1.0,5.0,8.698970004336019
49,CHEMBL585857,COCC#Cc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,446.89700000000016,5.930960000000003,1.0,4.0,8.698970004336019
50,CHEMBL568565,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#Cc4cccnc4)ccc3c2[nH]1,active,479.9300000000002,6.727860000000003,1.0,4.0,9.0
51,CHEMBL567714,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#Cc4ccncc4)ccc3c2[nH]1,active,479.9300000000002,6.727860000000003,1.0,4.0,9.0
52,CHEMBL483900,CC(C)(O)C#Cc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,460.9240000000002,6.055460000000004,2.0,4.0,9.0
53,CHEMBL585134,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#CC4(O)CCCC4)ccc3c2[nH]1,active,486.96200000000033,6.589660000000004,2.0,4.0,9.0
54,CHEMBL585104,CCc1ccc2c(c1)c1cc(C#CC(C)(C)O)ccc1c1[nH]c(-c3c(C#N)cccc3C#N)nc21,active,454.5330000000002,5.964460000000005,2.0,4.0,9.0
55,CHEMBL566668,CC(C)(O)C#Cc1ccc2c(c1)c1cc(C#CC3CC3)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,490.56600000000026,6.163560000000006,2.0,4.0,9.0
56,CHEMBL482674,CC(C)(O)CCc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,464.95600000000024,6.636560000000005,2.0,4.0,9.0
57,CHEMBL584927,CC(C)(O)Cc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,450.9290000000002,6.246460000000004,2.0,4.0,8.698970004336019
58,CHEMBL585310,CC(C)(O)Cc1ccc2c(c1)c1cc(OCC3CC3)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,486.5750000000002,6.381860000000006,2.0,5.0,8.522878745280337
59,CHEMBL567493,CC(C)(O)Cc1ccc2c(c1)c1cc(OCCCC(F)(F)F)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,542.561,7.314360000000006,2.0,5.0,9.0
60,CHEMBL567696,CC(C)CCOc1ccc2c(c1)c1cc(CC(C)(C)O)ccc1c1[nH]c(-c3c(C#N)cccc3C#N)nc21,active,502.61800000000017,7.0179600000000075,2.0,5.0,9.397940008672037
61,CHEMBL565617,CC(C)COc1ccc2c(c1)c1cc(CC(C)(C)O)ccc1c1[nH]c(-c3c(C#N)cccc3C#N)nc21,active,488.5910000000002,6.627860000000006,2.0,5.0,8.522878745280337
62,CHEMBL521285,CC(C)(O)Cc1ccc2c(c1)c1cc(OCCC3CC3)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,500.60200000000026,6.771960000000007,2.0,5.0,9.045757490560675
63,CHEMBL565406,CC(C)(O)Cc1ccc2c(c1)c1cc(OCCC3CC3)ccc1c1nc(-c3c(C#N)cc(F)cc3C#N)[nH]c21,active,518.5920000000002,6.911060000000006,2.0,5.0,9.0
64,CHEMBL270347,Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,intermediate,346.79200000000003,6.328800000000003,1.0,1.0,5.585026652029182
65,CHEMBL568545,Fc1cccc(Cl)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,381.2370000000001,6.9822000000000015,1.0,1.0,6.1487416512809245
66,CHEMBL567282,Fc1cccc(Cl)c1-c1nc2c3cc(Cl)ccc3c3ccccc3c2[nH]1,intermediate,381.2370000000001,6.9822000000000015,1.0,1.0,5.366531544420414
67,CHEMBL584932,Fc1cccc(Cl)c1-c1nc2c3ccc(Br)cc3c3ccccc3c2[nH]1,intermediate,425.6880000000001,7.091300000000001,1.0,1.0,5.958607314841775
68,CHEMBL568551,Fc1cccc(Cl)c1-c1nc2c([nH]1)c1ccccc1c1cccc(Br)c12,intermediate,425.6880000000001,7.091300000000003,1.0,1.0,5.301029995663981
69,CHEMBL566445,Fc1cccc(Cl)c1-c1nc2c3cc(Br)ccc3c3ccccc3c2[nH]1,intermediate,425.6880000000001,7.091300000000001,1.0,1.0,5.130768280269024
70,CHEMBL566261,Fc1cccc(Cl)c1-c1nc2c3cccc(Br)c3c3ccccc3c2[nH]1,intermediate,425.6880000000001,7.091300000000001,1.0,1.0,5.522878745280337
71,CHEMBL568125,Fc1cccc(Cl)c1-c1nc2c3ccc(Br)cc3c3cc(Br)ccc3c2[nH]1,active,504.5840000000001,7.8538000000000014,1.0,1.0,6.0
72,CHEMBL585110,CC(C)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,intermediate,467.7690000000002,8.214700000000004,1.0,1.0,5.698970004336019
73,CHEMBL566446,COc1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,455.7140000000001,7.0999000000000025,1.0,2.0,6.136677139879544
74,CHEMBL568576,CC(=O)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,467.7250000000001,7.2939000000000025,1.0,2.0,6.481486060122113
75,CHEMBL585763,OC(c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21)(C(F)(F)F)C(F)(F)F,active,591.7080000000003,8.403500000000003,2.0,2.0,6.346787486224656
76,CHEMBL566262,CC(C)(O)c1ccc2c(c1)c1cc(Br)ccc1c1nc(-c3c(F)cccc3Cl)[nH]c21,active,483.7680000000002,7.318700000000004,2.0,2.0,6.552841968657781
77,CHEMBL585486,Cc1ccc2c(c1)c1cc(C)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,intermediate,374.8460000000001,6.945640000000003,1.0,1.0,5.958607314841775
78,CHEMBL565831,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,inactive,430.8660000000001,6.734000000000003,1.0,3.0,4.301029995663981
79,CHEMBL568366,CC(C)(O)c1ccc2c(c1)c1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1c1[nH]c(-c3c(F)cccc3Cl)nc21,intermediate,570.892,7.868400000000004,3.0,3.0,5.638272163982407
80,CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,378.82200000000006,5.933060000000002,1.0,3.0,6.376750709602099
81,CHEMBL584930,CC(C)(O)c1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,436.9020000000002,6.160460000000004,2.0,4.0,7.468521082957745
82,CHEMBL568546,CS(=O)(=O)c1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,456.9140000000002,5.336560000000004,1.0,5.0,6.958607314841775
83,CHEMBL585116,N#CCCCOc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,461.9120000000002,6.6156400000000035,1.0,5.0,7.42021640338319
84,CHEMBL585690,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(OCCn4cccc4)ccc3c2[nH]1,active,487.9500000000002,6.813560000000003,1.0,5.0,7.6777807052660805
85,CHEMBL585295,CS(=O)(=O)c1ccc(-c2ccc3c(c2)c2cc(Cl)ccc2c2nc(-c4c(C#N)cccc4C#N)[nH]c32)cc1,active,533.0120000000003,7.003560000000004,1.0,5.0,7.346787486224656
86,CHEMBL585857,COCC#Cc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,446.89700000000016,5.930960000000003,1.0,4.0,7.221848749616356
87,CHEMBL568565,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#Cc4cccnc4)ccc3c2[nH]1,active,479.9300000000002,6.727860000000003,1.0,4.0,7.2441251443275085
88,CHEMBL567714,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#Cc4ccncc4)ccc3c2[nH]1,active,479.9300000000002,6.727860000000003,1.0,4.0,7.1249387366083
89,CHEMBL483900,CC(C)(O)C#Cc1ccc2c(c1)c1cc(Cl)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,active,460.9240000000002,6.055460000000004,2.0,4.0,7.886056647693163
90,CHEMBL585134,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3cc(C#CC4(O)CCCC4)ccc3c2[nH]1,active,486.96200000000033,6.589660000000004,2.0,4.0,7.568636235841013
91,CHEMBL490461,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,intermediate,379.84300000000013,5.447600000000004,2.0,3.0,5.698970004336019
92,CHEMBL523292,CCOC(=O)c1c(Cc2ccccc2Cl)[nH]c2c1cc(O)c1ccccc12,inactive,379.84300000000013,5.447600000000005,2.0,3.0,4.688246138944246
93,CHEMBL490460,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,intermediate,380.83100000000013,5.600400000000004,3.0,4.0,5.102372908709558
94,CHEMBL523292,CCOC(=O)c1c(Cc2ccccc2Cl)[nH]c2c1cc(O)c1ccccc12,active,379.84300000000013,5.447600000000005,2.0,3.0,7.0
95,CHEMBL521164,CCOC(=O)c1c(Cc2cccc(Br)c2)[nH]c2c1cc(O)c1ccccc12,active,424.29400000000015,5.556700000000005,2.0,3.0,6.698970004336019
96,CHEMBL519508,CCOC(=O)c1c(Cc2cccc(F)c2)[nH]c2c1cc(O)c1ccccc12,active,363.3880000000001,4.9333000000000045,2.0,3.0,6.301029995663981
97,CHEMBL490461,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,active,379.84300000000013,5.447600000000004,2.0,3.0,6.221848749616356
98,CHEMBL520317,CCOC(=O)c1c(Cc2cccc(OC)c2)[nH]c2c1cc(O)c1ccccc12,active,375.42400000000015,4.802800000000005,2.0,4.0,6.221848749616356
99,CHEMBL490460,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,intermediate,380.83100000000013,5.600400000000004,3.0,4.0,5.795880017344075
100,CHEMBL527421,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1cc(OC)c(OC)cc12,intermediate,439.89500000000027,5.464800000000005,2.0,5.0,5.769551078621726
101,CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,472.09400000000016,8.010300000000008,1.0,3.0,5.698970004336019
102,CHEMBL595040,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccc(-c3ccccc3)cc12,intermediate,455.9410000000002,7.114600000000006,2.0,3.0,5.552841968657781
103,CHEMBL605093,CCOC(=O)c1c(Cc2cccc(Cl)c2)n(-c2ccc(-c3ccccc3)cc2)c2ccc(O)cc12,intermediate,481.9790000000002,7.424000000000007,1.0,4.0,5.508638306165727
104,CHEMBL490656,CCOC(=O)c1c(Cc2ccc(Cl)cc2)[nH]c2c1cc(O)c1ccccc12,intermediate,379.84300000000013,5.447600000000004,2.0,3.0,5.468521082957745
105,CHEMBL519337,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,intermediate,365.8160000000001,5.523800000000004,2.0,3.0,5.036212172654444
106,CHEMBL1086610,O=C(Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,489.38000000000017,4.935800000000005,3.0,4.0,6.337242168318426
107,CHEMBL1086610,O=C(Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,489.38000000000017,4.935800000000005,3.0,4.0,6.958607314841775
108,CHEMBL1086611,O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,426.8810000000001,4.164200000000004,3.0,4.0,6.5376020021010435
109,CHEMBL1086612,O=C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,442.88000000000017,4.289500000000004,3.0,5.0,6.275724130399211
110,CHEMBL1088299,O=C(Nc1ccc(Nc2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,441.8960000000002,4.240800000000003,4.0,5.0,6.823908740944319
111,CHEMBL1088300,O=C(Nc1ccc(C(=O)c2ccc(Cl)cc2)c(Cl)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,489.3360000000002,4.381600000000003,3.0,5.0,6.958607314841775
112,CHEMBL1088301,O=C(Nc1cccc(C(=O)c2ccc(Cl)cc2)c1)C1=C(O)c2ccccc2S(=O)(=O)N1,intermediate,454.89100000000013,3.728200000000002,3.0,5.0,5.407823242604133
113,CHEMBL1088302,O=C(Nc1ccc(-c2cccc(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,426.8810000000001,4.164200000000004,3.0,4.0,6.0655015487564325
114,CHEMBL1087143,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,active,406.4630000000001,3.8192200000000014,3.0,4.0,7.154901959985743
115,CHEMBL1087266,N#Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,intermediate,417.446,3.38248,3.0,5.0,5.402304814074488
116,CHEMBL1076742,O=C(Nc1ccc(-c2ccccc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,intermediate,392.4360000000001,3.5108000000000015,3.0,4.0,5.504455662453552
117,CHEMBL1087267,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,461.32600000000014,4.817600000000005,3.0,4.0,7.795880017344075
118,CHEMBL1086757,O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,461.32600000000014,4.817600000000004,3.0,4.0,7.42021640338319
119,CHEMBL1086883,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,461.32600000000014,4.817600000000004,3.0,4.0,7.366531544420414
120,CHEMBL1086884,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1C,active,420.4900000000001,4.127640000000002,3.0,4.0,7.585026652029182
121,CHEMBL1076751,Cc1cccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)c1C,active,420.4900000000001,4.127640000000001,3.0,4.0,6.0
122,CHEMBL1082014,COc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1OC,inactive,452.4880000000001,3.5280000000000014,3.0,6.0,4.492144128304169
123,CHEMBL1082015,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)nc1)C1=C(O)c2ccccc2S(=O)(=O)N1,active,462.31400000000014,4.212600000000004,3.0,5.0,6.795880017344075
124,CHEMBL1082180,O=C(Nc1ccc(-c2ccc(Cl)nc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,inactive,427.8690000000001,3.5592000000000024,3.0,5.0,4.896196279044043
125,CHEMBL1080509,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cn1)C1=C(O)c2ccccc2S(=O)(=O)N1,inactive,462.31400000000014,4.212600000000004,3.0,5.0,4.1830961606243395
126,CHEMBL1080851,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cn1)C1=C(O)c2ccccc2S(=O)(=O)N1,inactive,462.31400000000014,4.212600000000003,3.0,5.0,4.931814138253838
127,CHEMBL1080852,COc1ccc2c(c1)C(O)=C(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)NS2(=O)=O,active,491.3520000000001,4.826200000000003,3.0,5.0,6.161150909262744
128,CHEMBL1080853,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2cc(O)ccc2S(=O)(=O)N1,active,477.32500000000016,4.5232000000000046,4.0,5.0,7.008773924307505
129,CHEMBL1081034,COc1ccc2c(c1)S(=O)(=O)NC(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)=C2O,intermediate,491.3520000000002,4.826200000000004,3.0,5.0,5.515700160653214
130,CHEMBL1082145,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccc(O)cc2S(=O)(=O)N1,active,477.32500000000016,4.523200000000005,4.0,5.0,6.7447274948966935
131,CHEMBL1082146,CN1C(C(=O)Nc2ccc(-c3ccc(Cl)c(Cl)c3)cc2)=C(O)c2ccccc2S1(=O)=O,active,475.3530000000002,5.159800000000004,2.0,4.0,6.552841968657781
132,CHEMBL1080552,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1NS(=O)(=O)c2ccccc2C1O,active,463.3420000000001,3.9930000000000034,3.0,4.0,6.721246399047171
