molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,intermediate,1360.0
CHEMBL3895356,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c2[nH]1)OCCO3,active,959.6
CHEMBL3987179,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c21)OCCO3,active,541.9
CHEMBL3984373,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)NC3CCC(C)(C)CC3)c3c(c21)OCCO3,active,835.0
CHEMBL3916119,O=C(Nc1ccc(C#CC2CC2)c(F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,277.3
CHEMBL3897959,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,249.9
CHEMBL3926203,O=C(Nc1cc(F)cc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,632.5
CHEMBL3898125,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c3c(c21)OCCO3,intermediate,1388.0
CHEMBL3925606,O=C(Nc1ccc(F)c(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,intermediate,1127.0
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,56.0
CHEMBL3949380,COc1c(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)cc2nc(Nc3c(F)cccc3Cl)n(C)c2c1OC,active,47.38
CHEMBL3920280,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c(O)c(O)c21,intermediate,8000.0
CHEMBL3956753,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c2[nH]1)OCCO3,active,128.6
CHEMBL3895356,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c2[nH]1)OCCO3,active,27.82
CHEMBL3987179,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c21)OCCO3,active,65.0
CHEMBL3984373,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)NC3CCC(C)(C)CC3)c3c(c21)OCCO3,active,30.62
CHEMBL3971684,Cn1c(Nc2c(F)cccc2Cl)nc2nc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,415.1
CHEMBL3900544,Cc1nc2c(o1)c(C(=O)Nc1ccc(F)cc1)cc1nc(Nc3c(F)cccc3Cl)[nH]c12,active,154.2
CHEMBL3918689,Cc1cc2c(o1)c(C(=O)Nc1ccc(F)cc1)cc1nc(Nc3c(F)cccc3Cl)[nH]c12,active,22.5
CHEMBL3931344,CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cc3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,active,3.9
CHEMBL3961834,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)c3c(c21)CC(C)(C)O3,active,3.2
CHEMBL3891935,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2cccnc12,active,16.4
CHEMBL3908580,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3ncccc3c21,active,46.6
CHEMBL3935630,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,8.5
CHEMBL3932436,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3c(c21)OCCO3,active,11.3
CHEMBL3909776,O=C(Nc1ccc(C(F)(F)F)cc1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,13.4
CHEMBL3926181,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)c3c(c21)OCCO3,active,6.59
CHEMBL3925606,O=C(Nc1ccc(F)c(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,9.09
CHEMBL3898125,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c3c(c21)OCCO3,active,7.99
CHEMBL3926203,O=C(Nc1cc(F)cc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,11.04
CHEMBL3897959,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,8.0
CHEMBL3935105,CCn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,12.53
CHEMBL3916119,O=C(Nc1ccc(C#CC2CC2)c(F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,3.56
CHEMBL3944077,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C#CC4CC4)c(F)c3)c3c(c21)OCCO3,active,4.19
CHEMBL3925125,O=C(Nc1ccc(C#CC2CC2)nc1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,71.82
CHEMBL3952826,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C#CC4CC4)nc3)c3c(c21)OCCO3,active,77.55
CHEMBL3934012,O=C(NCc1cc(F)cc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,70.85
CHEMBL3961512,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)NCc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,49.47
CHEMBL3955759,CC1(C)CCC(NC(=O)c2cc3nc(Nc4c(F)cccc4Cl)[nH]c3c3c2OCCO3)CC1,active,20.69
CHEMBL3984373,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)NC3CCC(C)(C)CC3)c3c(c21)OCCO3,active,7.2
CHEMBL3947032,O=C(NC[C@H]1CC[C@H](C(F)(F)F)CC1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,103.3
CHEMBL3976312,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)NC[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c21)OCCO3,active,70.96
CHEMBL3987179,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c21)OCCO3,active,15.25
CHEMBL3895356,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c2[nH]1)OCCO3,active,10.41
CHEMBL3929200,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3ccc(C#CC4CC4)nc3)c3c(c2[nH]1)OCCO3,active,141.2
CHEMBL3956753,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c3c(c2[nH]1)OCCO3,active,18.66
CHEMBL3920280,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c(O)c(O)c21,active,10.79
CHEMBL3949380,COc1c(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)cc2nc(Nc3c(F)cccc3Cl)n(C)c2c1OC,active,14.65
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,1.9
CHEMBL3891935,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2cccnc12,active,43.1
CHEMBL3908580,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3ncccc3c21,active,153.2
CHEMBL3935630,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,41.38
CHEMBL3932436,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3c(c21)OCCO3,active,42.65
CHEMBL3909776,O=C(Nc1ccc(C(F)(F)F)cc1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,38.39
CHEMBL3926181,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)c3c(c21)OCCO3,active,18.53
CHEMBL3925606,O=C(Nc1ccc(F)c(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,35.07
CHEMBL3898125,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c3c(c21)OCCO3,active,26.69
CHEMBL3926203,O=C(Nc1cc(F)cc(C(F)(F)F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,14.34
CHEMBL3897959,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,16.24
CHEMBL3935105,CCn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,active,54.69
CHEMBL3916119,O=C(Nc1ccc(C#CC2CC2)c(F)c1)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OCCO2,active,16.21
CHEMBL3944077,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C#CC4CC4)c(F)c3)c3c(c21)OCCO3,active,51.13
CHEMBL3955759,CC1(C)CCC(NC(=O)c2cc3nc(Nc4c(F)cccc4Cl)[nH]c3c3c2OCCO3)CC1,active,64.3
CHEMBL3897959,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3,intermediate,1900.0
CHEMBL3980735,O=C(N[C@@H]1CCOC1)C1CCN(c2nc3cc(Cl)c(Cl)cc3n2-c2ccc3ccccc3n2)CC1,active,20.0
CHEMBL3694524,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(Cl)cc3F)c(OCC(F)F)cc21,active,4.0
CHEMBL3526978,COc1cc(C(=O)NS(=O)(=O)c2ccccc2S(N)(=O)=O)ccc1C#CC1CC1,active,340.0
CHEMBL3660805,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CCC(F)CC3)cc21,active,2.0
CHEMBL3660806,CN(CC(F)F)c1cc2c(cc1C(=O)Nc1ccc(F)c(Cl)c1)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n2C,active,2.0
CHEMBL3660807,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(NC3CC(F)(F)C3)cc21,active,5.0
CHEMBL3660808,CC(C)(C)C(=O)NCc1ccc(F)c(Nc2nc3cc(C(=O)N[C@H]4CC[C@H](C(F)(F)F)CC4)c(N4CCC(F)CC4)cc3[nH]2)c1F,active,2.0
CHEMBL3660809,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2F)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(C(F)(F)F)C3)cc21,active,4.0
CHEMBL3660810,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(N3CCC(F)CC3)cc21,active,2.0
CHEMBL3660811,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)NCC(F)(F)F)c(N4CCC(F)CC4)cc3[nH]2)c1Cl,active,3.0
CHEMBL3660812,Cn1c(Nc2c(F)ccc(CNC(=O)C(C)(C)C)c2F)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(F)CC3)cc21,active,3.0
CHEMBL3660813,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3CC(F)(F)C3)c(N3CCC(C(F)(F)F)CC3)cc21,active,1.0
CHEMBL3660814,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(NC3CC(F)(F)C3)cc21,active,4.0
CHEMBL3660815,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(NCC(F)F)cc21,active,3.0
CHEMBL3660816,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CC[C@H](F)C3)cc21,active,3.0
CHEMBL3660817,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CC[C@@H](F)C3)cc21,active,3.0
CHEMBL3660818,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660819,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CC(F)(F)C3)cc21,active,4.0
CHEMBL3660820,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CC4CC4C3)cc21,active,5.0
CHEMBL3660821,CN(c1cc2c(cc1C(=O)NCC(F)(F)F)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n2C)C1CC1,active,4.0
CHEMBL3660822,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCn4cncc4C3)cc21,active,5.0
CHEMBL3660823,CN1CCN(c2cc3c(cc2C(=O)N[C@H]2CC[C@H](C(F)(F)F)CC2)nc(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)n3C)CC1=O,active,4.0
CHEMBL3660824,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660825,CN(c1cc2c(cc1C(=O)NCC(F)(F)F)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n2C)C1CCCC1,active,2.0
CHEMBL3660826,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660827,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(N3CCC(C(C)(C)O)CC3)cc21,active,2.0
CHEMBL3660828,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(Nc3ccc(F)c(Cl)c3)cc21,active,5.0
CHEMBL3660829,CN(c1ccc(F)c(Cl)c1)c1cc2c(cc1C(=O)NCC(F)(F)F)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n2C,active,4.0
CHEMBL3660830,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)F)c(C3CCc4ccc(Cl)cc4C3)cc21,active,2.0
CHEMBL3660831,Cc1nc2c(s1)CN(c1cc3c(cc1C(=O)NCC(F)(F)F)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n3C)C2,active,3.0
CHEMBL3660832,CN(CCC(F)(F)F)c1cc2c(cc1C(=O)NCC(F)(F)F)nc(Nc1c(Cl)ccc(CNC(=O)C(C)(C)C)c1Cl)n2C,active,3.0
CHEMBL3660833,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660834,CC(NC(=O)c1cc2nc(Nc3c(Cl)ccc(CNC(=O)C(C)(C)C)c3Cl)n(C)c2cc1N1CCC(F)(F)C1)c1cccs1,active,5.0
CHEMBL3660835,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3(c4ccc(F)cc4)CC3)c(N3CCC(F)(F)C3)cc21,active,5.0
CHEMBL3660836,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC(c3ccccn3)C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,4.0
CHEMBL3660837,CC(NC(=O)c1cc2nc(Nc3c(Cl)ccc(CNC(=O)C(C)(C)C)c3Cl)n(C)c2cc1N1CCC(F)(F)C1)C(F)(F)F,active,1.0
CHEMBL3660838,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3cccc(OC(F)(F)F)c3)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660839,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H](c3ccccc3)C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660840,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660841,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCc3ncccc3C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660842,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCc3ccc(F)cc3C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,4.0
CHEMBL3660843,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC3CC3)c(N3CCC(F)(F)C3)cc21,active,5.0
CHEMBL3660844,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCCCC(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660845,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)n3)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660846,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC(Cc3ccccc3)C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,2.0
CHEMBL3660847,CC(C)C(NC(=O)c1cc2nc(Nc3c(Cl)ccc(CNC(=O)C(C)(C)C)c3Cl)n(C)c2cc1N1CCC(F)(F)C1)C(F)(F)F,active,4.0
CHEMBL3660848,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)C(F)(F)F)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660849,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2F)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CCC(F)(F)C3)cc21,active,3.0
CHEMBL3660850,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(C(F)(F)F)CC3)cc21,active,3.0
CHEMBL3660851,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)C(F)(F)F)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660852,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660853,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)n3)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660854,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(Cl)c(F)c3)c(N3CCC(C(F)(F)F)CC3)cc21,active,1.0
CHEMBL3660855,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)c(N3CCC(C(F)(F)F)CC3)cc21,active,1.0
CHEMBL3660856,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3(c4ccc(F)cc4)CC3)c(N3CCC(C(F)(F)F)CC3)cc21,active,3.0
CHEMBL3660857,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3CCN(CC(F)(F)F)CC3)c(N3CCC(C(F)(F)F)CC3)cc21,active,4.0
CHEMBL3660858,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3CCC(F)(F)CC3)c(N3CCC(C(F)(F)F)CC3)cc21,active,1.0
CHEMBL3660858,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3CCC(F)(F)CC3)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660859,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCCC(F)(F)F)c(N3CCC(C(F)(F)F)CC3)cc21,active,2.0
CHEMBL3660860,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@@H](C(F)(F)F)CC3)c(N3CC4CC4C3)cc21,active,3.0
CHEMBL3660861,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)c(N3CC4CC4C3)cc21,active,3.0
CHEMBL3660862,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CC4CC4C3)cc21,active,1.0
CHEMBL3660863,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)Nc3ccc(Cl)c(F)c3)c(N3CC4CC4C3)cc21,active,3.0
CHEMBL3660864,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCOCC3)cc21,active,4.0
CHEMBL3660865,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)C(F)(F)F)c(N3CCOCC3)cc21,active,4.0
CHEMBL3660866,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(F)(F)CC3)cc21,active,2.0
CHEMBL3660867,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCC(F)(F)C(F)(F)F)c(N3CCC(F)(F)CC3)cc21,active,2.0
CHEMBL3660868,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)N[C@H]4CC[C@H](C(F)(F)F)CC4)c(N4CCOCC4)cc3n2CC(F)F)c1Cl,active,1.0
CHEMBL3660869,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)NCC(F)(F)C(F)(F)F)c(N4CCOCC4)cc3n2CC(F)F)c1Cl,active,4.0
CHEMBL3660866,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(N3CCC(F)(F)CC3)cc21,active,2.0
CHEMBL3660870,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)NCC(F)(F)C(F)(F)F)c(N4CCC(F)(F)CC4)cc3n2CC(F)F)c1Cl,active,3.0
CHEMBL3660871,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)N[C@H]4CC[C@H](C(F)(F)F)CC4)c(N4CCC(C(F)(F)F)CC4)cc3n2CC(F)F)c1Cl,active,1.0
CHEMBL3660872,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)NCC(F)(F)C(F)(F)F)c(N4CCC(C(F)(F)F)CC4)cc3n2CC(F)F)c1Cl,active,1.0
CHEMBL3660873,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)c(N4CC[C@@H](F)C4)cc3n2CC(F)F)c1Cl,active,3.0
CHEMBL3942194,CC1(O)CCN(c2cc3c(cc2C(=O)N[C@H]2CC[C@H](C(F)(F)F)CC2)nc(Nc2c(Cl)ccc(CNC(=O)C(C)(C)F)c2Cl)n3CC(F)F)CC1,active,2.0
CHEMBL3660874,CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)N[C@H]4CC[C@H](C(F)(F)F)CC4)c(N4CC[C@@H](F)C4)cc3n2CC(F)F)c1Cl,active,3.0
CHEMBL3929686,CC(C)(F)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(=O)NC4CCC(C(F)(F)F)CC4)c(N4CCC(O)(C(F)(F)F)CC4)cc3n2CC(F)F)c1Cl,active,2.0
CHEMBL3660876,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NCCC(F)(F)F)c(N3CCCC(C(F)(F)F)C3)cc21,active,4.0
CHEMBL3948721,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)NC3CCC(C(F)(F)F)CC3)c(N3CCC(O)(C(F)(F)F)CC3)cc21,active,3.0
