molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL2325080,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,65.0
CHEMBL2315860,O=C(N[C@H]1CC[C@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,inactive,33000.0
CHEMBL2315861,O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,300.0
CHEMBL2315870,O=C(NC1CCCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,intermediate,1700.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,active,3.0
CHEMBL517107,O=C(O)CN1C(=O)/C(=C2/C(=O)N(CC(=O)O)c3ccccc32)SC1=S,active,1.8
CHEMBL2336512,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CNc2ccc(Cl)cc2)n1C,active,33.0
CHEMBL2336511,Cc1ccc(N2CCn3c(SCC(=O)Nc4cc(C)ccc4C)nnc32)cc1,inactive,100000.0
CHEMBL2336510,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(-c2ccccc2C)n1C,inactive,54500.0
CHEMBL2336509,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(Cc2ccccc2)n1C,active,800.0
CHEMBL2336508,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CSCc2ccccc2)n1C,active,240.0
CHEMBL2336507,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CNC(=O)COc2c(C)cccc2C)n1C,active,710.0
CHEMBL2336506,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CC(=O)Nc2ccccc2)n1C,active,100.0
CHEMBL2336505,CCn1c(CNC(=O)c2ccc(C)cc2)nnc1SCC(=O)Nc1cc([N+](=O)[O-])ccc1C,active,54.0
CHEMBL2336504,Cc1ccc(C)c(NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2-c2ccccc2)c1,inactive,13600.0
CHEMBL2336503,C=CCn1c(CNc2c(C)cccc2C)nnc1SCC(=O)Nc1ccccc1C,inactive,12600.0
CHEMBL2336502,Cc1cccc(C)c1NCc1nnc(SCc2ccc(Cl)cc2)n1-c1ccccc1,inactive,19400.0
CHEMBL2336501,Cc1cccc(C)c1NCc1nnc(SCC(=O)Nc2ccc(F)cc2)n1-c1ccccc1,intermediate,9200.0
CHEMBL2336500,CCn1c(CNc2ccc(C)cc2C)nnc1SCC(=O)c1ccc(C)cc1,intermediate,7500.0
CHEMBL2336499,CCn1c(CNc2ccc(C)cc2C)nnc1SCC(=O)Nc1ccc(C)cc1,intermediate,5100.0
CHEMBL2336498,CCOC(=O)c1ccc(NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2C)cc1,intermediate,5400.0
CHEMBL2336497,Cc1ccc(C)c(NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2C)c1,intermediate,3600.0
CHEMBL2336496,COc1ccc(OC)c(NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2C)c1,active,930.0
CHEMBL2336495,Cc1ccc(Cl)c(NC(=O)CSc2nnc(CNc3c(C)cccc3C)n2C)c1,active,200.0
CHEMBL2336494,O=C(CSc1ncc(-c2ccccc2)nn1)c1ccccc1,inactive,32500.0
CHEMBL2336493,O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)c1ccccc1,inactive,10400.0
CHEMBL1349474,COc1ccc(C(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)cc1,intermediate,5000.0
CHEMBL2336492,C=CCn1c(SCC(=O)c2ccc3c(c2)Cc2ccccc2-3)nnc1-c1ccc(OC)cc1,active,910.0
CHEMBL2336491,Clc1ccc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)cc1,inactive,100000.0
CHEMBL2336490,O=C(CCCSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)c1ccccc1,inactive,50800.0
CHEMBL2336489,Cc1[nH]c2ccccc2c1C(=O)C(C)Sc1nnc(-c2ccccc2)c(-c2ccccc2)n1,intermediate,2100.0
CHEMBL2336488,CC(C)(C)C(=O)CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1,inactive,17800.0
CHEMBL2336487,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)C12CC3CC(CC(C3)C1)C2,inactive,13900.0
CHEMBL2336486,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)c1cccs1,intermediate,9600.0
CHEMBL2336485,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)c1ccccc1,intermediate,2500.0
CHEMBL2336961,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)c1c[nH]c2ccccc12,active,500.0
CHEMBL2336960,O=C1COc2ccc(C(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)cc2N1,active,290.0
CHEMBL2336959,Cc1ccc(-c2nnc(SCC(=O)c3ccc(CC(N)=O)s3)nc2-c2ccc(C)cc2)cc1,active,640.0
CHEMBL2336958,Cc1ccc(-c2nnc(SCC(=O)c3c[nH]c4ccccc34)nc2-c2ccc(C)cc2)cc1,active,480.0
CHEMBL2336957,CCCCCCCSc1nnc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)n1,inactive,45400.0
CHEMBL2336956,CCCCCCCCCSc1nnc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)n1,inactive,32900.0
CHEMBL2336955,COc1ccc(-c2nnc(SCC(=O)Nc3ccc(Cl)cc3)nc2-c2ccc(OC)cc2)cc1,intermediate,3100.0
CHEMBL2336954,COc1ccc(C(=O)CSc2nnc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)n2)cc1,active,1000.0
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,active,3.0
CHEMBL2336949,O=C(COC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3)cc1)C2=O)c1ccc(Br)cc1,inactive,200000.0
CHEMBL2336948,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1,inactive,200000.0
CHEMBL1611199,Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)o1,inactive,160000.0
CHEMBL2336947,Cc1nc2sc3c(c2c(=O)n1/N=C/c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)CCCC3,inactive,130000.0
CHEMBL2336946,COc1ccc(CN2C(=O)/C(=C/c3ccc(OCc4ccc([N+](=O)[O-])cc4)c(Br)c3)S/C2=N\c2ccccc2)cc1,inactive,120000.0
CHEMBL2336945,C/C(=N\NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1cccc(NC(=O)COc2ccc(Cl)cc2Cl)c1,inactive,66000.0
CHEMBL2336944,CC1=NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cc(Br)ccc1OCC(=O)O,inactive,18500.0
CHEMBL2336943,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=N\Nc1ccccc1C(=O)O,inactive,17000.0
CHEMBL2336942,COc1cc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc([N+](=O)[O-])c1,intermediate,8500.0
CHEMBL2336521,Clc1ccc(/C=C/c2cc(-c3ccc(-c4ccccc4)cc3)nc3ccc4ccccc4c23)cc1,intermediate,8500.0
CHEMBL2336520,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)c(=O)n2C1c1ccccc1Cl,intermediate,6500.0
CHEMBL2336519,Cc1cc(C)c2oc(-c3ccc(C)c(NC(=O)c4cccc([N+](=O)[O-])c4)c3)nc2c1,intermediate,6200.0
CHEMBL2336953,Cc1ccc2[nH]c3c(c2c1)CCC/C3=N\N=C1/CCCc2c1[nH]c1ccc(C)cc21,intermediate,5000.0
CHEMBL2336518,COc1cc(-c2cc(C(=O)O)c3c(ccc4ccccc43)n2)ccc1OCCCC#N,intermediate,4400.0
CHEMBL517107,O=C(O)CN1C(=O)/C(=C2/C(=O)N(CC(=O)O)c3ccccc32)SC1=S,intermediate,3800.0
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,intermediate,1800.0
CHEMBL2336947,Cc1nc2sc3c(c2c(=O)n1/N=C/c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)CCCC3,intermediate,1800.0
CHEMBL2336952,Cn1c(=O)c(/C(=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2nnn[nH]2)c(O)c2ccccc21,intermediate,1700.0
CHEMBL2336949,O=C(COC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3)cc1)C2=O)c1ccc(Br)cc1,intermediate,1700.0
CHEMBL2336950,C=CCSc1nnc2c(n1)OC(c1ccc(-c3cccc([N+](=O)[O-])c3)o1)Nc1ccccc1-2,intermediate,1600.0
CHEMBL2336517,CC(c1ccccc1)N1C(=O)c2ccc(C(=O)Nc3cc(Cl)ccc3C(=O)O)cc2C1=O,intermediate,1400.0
CHEMBL1611199,Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccccc3)C2=O)o1,intermediate,1200.0
CHEMBL2336516,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CNc2c(C)cccc2C)n1C,active,700.0
CHEMBL2336515,COc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)nc2-c2ccc(OC)cc2)cc1,active,300.0
CHEMBL2336944,CC1=NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cc(Br)ccc1OCC(=O)O,active,170.0
CHEMBL2336951,CCn1c2ccccc2c2cc(-c3cc(C(=O)O)c4c(ccc5ccccc54)n3)ccc21,active,100.0
CHEMBL2336948,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1,active,100.0
CHEMBL2336945,C/C(=N\NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1cccc(NC(=O)COc2ccc(Cl)cc2Cl)c1,active,57.0
CHEMBL2336946,COc1ccc(CN2C(=O)/C(=C/c3ccc(OCc4ccc([N+](=O)[O-])cc4)c(Br)c3)S/C2=N\c2ccccc2)cc1,active,38.0
CHEMBL2336943,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=N\Nc1ccccc1C(=O)O,active,10.0
CHEMBL2336942,COc1cc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc([N+](=O)[O-])c1,active,9.7
CHEMBL2336516,Cc1ccc([N+](=O)[O-])cc1NC(=O)CSc1nnc(CNc2c(C)cccc2C)n1C,active,9.3
CHEMBL2336521,Clc1ccc(/C=C/c2cc(-c3ccc(-c4ccccc4)cc3)nc3ccc4ccccc4c23)cc1,active,6.5
CHEMBL2336519,Cc1cc(C)c2oc(-c3ccc(C)c(NC(=O)c4cccc([N+](=O)[O-])c4)c3)nc2c1,active,4.6
CHEMBL2336515,COc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)nc2-c2ccc(OC)cc2)cc1,active,4.0
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,3.0
CHEMBL2336520,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)c(C(=O)O)c4)o3)c(=O)n2C1c1ccccc1Cl,active,2.0
CHEMBL2336517,CC(c1ccccc1)N1C(=O)c2ccc(C(=O)Nc3cc(Cl)ccc3C(=O)O)cc2C1=O,active,2.0
CHEMBL2336518,COc1cc(-c2cc(C(=O)O)c3c(ccc4ccccc43)n2)ccc1OCCCC#N,active,1.1
CHEMBL2336953,Cc1ccc2[nH]c3c(c2c1)CCC/C3=N\N=C1/CCCc2c1[nH]c1ccc(C)cc21,inactive,200000.0
CHEMBL2336952,Cn1c(=O)c(/C(=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2nnn[nH]2)c(O)c2ccccc21,inactive,200000.0
CHEMBL2336951,CCn1c2ccccc2c2cc(-c3cc(C(=O)O)c4c(ccc5ccccc54)n3)ccc21,inactive,200000.0
CHEMBL2336950,C=CCSc1nnc2c(n1)OC(c1ccc(-c3cccc([N+](=O)[O-])c3)o1)Nc1ccccc1-2,inactive,200000.0
CHEMBL2348048,Cn1c(-c2ccccc2Cl)nc2c3ccc(Br)cc3n(C)c(=O)c21,inactive,10000.0
CHEMBL2348047,O=c1[nH]c2cc(Br)ccc2c2nc(-c3ccccc3Cl)n(Cc3ccccc3)c12,inactive,10000.0
CHEMBL2348046,Cn1c(-c2ccccc2Cl)nc2c3ccc(Br)cc3[nH]c(=O)c21,intermediate,9810.0
CHEMBL2348045,Cn1c(-c2ccccc2Cl)nc2c(=O)[nH]c3cc(Br)ccc3c21,inactive,10000.0
CHEMBL2348044,O=c1c2[nH]c(-c3ccccc3Cl)nc2c2ccc(Br)cc2n1Cc1ccccc1,active,226.0
CHEMBL2348043,CCn1c(=O)c2[nH]c(-c3ccccc3Cl)nc2c2ccc(Br)cc21,active,106.0
CHEMBL2348042,Cn1c(=O)c2[nH]c(-c3ccccc3Cl)nc2c2ccc(Br)cc21,active,85.0
CHEMBL2348041,CCSc1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,59.0
CHEMBL2348040,CSc1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,31.0
CHEMBL2348039,S=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,83.0
CHEMBL2348038,CN(C)c1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,387.0
CHEMBL2348037,CNc1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,631.0
CHEMBL2348036,Nc1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,intermediate,1068.0
CHEMBL2387503,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,active,33.0
CHEMBL2387588,O=c1[nH]c2cc(-c3ccc(Cl)cc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,active,3.3
CHEMBL2387587,O=c1[nH]c2cc(-c3cccc(Cl)c3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,active,2.5
CHEMBL2387507,O=c1[nH]c2cc(-c3ccccc3Cl)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,active,4.3
CHEMBL2387506,Cc1ccc(-c2ccc3c(c2)[nH]c(=O)c2nc(-c4c(F)cccc4Cl)[nH]c23)cc1,active,8.3
CHEMBL2387505,Cc1cccc(-c2ccc3c(c2)[nH]c(=O)c2nc(-c4c(F)cccc4Cl)[nH]c23)c1,active,4.5
CHEMBL1934810,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,9.1
CHEMBL2387589,O=c1[nH]c2ccccc2c2[nH]c(-c3ccccc3Cl)nc12,active,891.0
CHEMBL2387590,O=c1[nH]c2cc(Cl)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,27.0
CHEMBL2387591,O=c1[nH]c2ccc(Br)cc2c2[nH]c(-c3ccccc3Cl)nc12,active,198.0
CHEMBL2387592,O=c1[nH]c2ccc(Cl)cc2c2[nH]c(-c3ccccc3Cl)nc12,active,434.0
CHEMBL2387593,Cc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,241.0
CHEMBL2387594,CCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,98.0
CHEMBL2387595,CCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,47.0
CHEMBL2387596,CCCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,17.0
CHEMBL2387597,CCCCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,53.0
CHEMBL2387598,CCCCCCc1ccc2c(c1)[nH]c(=O)c1nc(-c3ccccc3Cl)[nH]c12,active,70.0
CHEMBL2387599,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,7.9
CHEMBL2387600,O=c1[nH]c2cc(Cc3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,17.0
CHEMBL2387601,O=c1[nH]c2cc(CCc3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,21.0
CHEMBL2387602,O=c1[nH]c2cc(-c3ccc4ccccc4c3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,32.0
CHEMBL2387603,O=c1[nH]c2cc(-c3cccs3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,21.0
CHEMBL2387604,O=c1[nH]c2cc(-c3ccco3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,22.0
CHEMBL2387605,O=c1[nH]c2cc(-c3cccnc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,active,908.0
CHEMBL2387606,O=c1[nH]c2cc(-c3ccncc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,intermediate,1128.0
CHEMBL2387500,Cc1cccc(Cl)c1-c1nc2c(=O)[nH]c3cc(-c4ccccc4)ccc3c2[nH]1,active,12.0
CHEMBL2387501,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(Cl)cccc3C(F)(F)F)nc12,active,12.0
CHEMBL2387502,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(Cl)cccc3[N+](=O)[O-])nc12,active,10.0
CHEMBL2387503,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,active,4.1
CHEMBL2387504,Cc1ccccc1-c1ccc2c(c1)[nH]c(=O)c1nc(-c3c(F)cccc3Cl)[nH]c12,active,9.9
CHEMBL2315853,O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,7.5
CHEMBL2315861,O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,220.0
CHEMBL2391292,NC(=O)c1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,inactive,50000.0
CHEMBL2391291,CCS(=O)(=O)c1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,inactive,50000.0
CHEMBL2391292,NC(=O)c1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,inactive,33000.0
CHEMBL2391291,CCS(=O)(=O)c1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,inactive,33000.0
CHEMBL2391290,N#Cc1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,intermediate,9800.0
CHEMBL2325081,O=C(N[C@H]1CCC[C@@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,intermediate,6750.0
CHEMBL2391290,N#Cc1ccc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2c1,intermediate,5700.0
CHEMBL2391288,O=C(N[C@@H]1CCC[C@@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,intermediate,4850.0
CHEMBL2315860,O=C(N[C@H]1CC[C@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,intermediate,3620.0
CHEMBL2315877,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,850.0
CHEMBL2391296,CC(C)Cc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,761.0
CHEMBL2391289,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Br)ccc3o2)CC1,active,761.0
CHEMBL2391297,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(Cl)cc3o2)CC1,active,684.0
CHEMBL2391293,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(C(F)(F)F)ccc3o2)CC1,active,510.0
CHEMBL2325080,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,340.0
CHEMBL2325084,Cc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,338.0
CHEMBL2391298,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(C(F)F)cc3o2)CC1,active,336.0
CHEMBL2391295,CC(C)c1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,261.0
CHEMBL2391140,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4cccc(Cl)c4)cc3o2)CC1,active,240.0
CHEMBL2325080,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,206.0
CHEMBL2325075,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(C(F)(F)F)cc3o2)CC1,active,174.0
CHEMBL2391294,CCc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,162.0
CHEMBL2391141,CCOc1ccc(-c2cc3oc(N4CCC(C(=O)N[C@H]5CCC[C@H](CO)C5)CC4)nc3cc2Cl)cc1,active,133.0
CHEMBL2391299,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(F)cc4)cc3o2)CC1,active,119.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,active,109.0
CHEMBL2391293,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(C(F)(F)F)ccc3o2)CC1,active,88.0
CHEMBL2325080,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,65.0
CHEMBL2391142,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(OC(F)(F)F)cc4)cc3o2)CC1,active,53.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,inactive,50000.0
CHEMBL2391298,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(C(F)F)cc3o2)CC1,active,49.0
CHEMBL2391289,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Br)ccc3o2)CC1,active,47.0
CHEMBL2315861,O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,active,36.0
CHEMBL2325075,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(C(F)(F)F)cc3o2)CC1,active,33.0
CHEMBL2325084,Cc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,25.0
CHEMBL2391294,CCc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,20.0
CHEMBL2391297,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(Cl)cc3o2)CC1,active,16.0
CHEMBL2391296,CC(C)Cc1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,15.0
CHEMBL2391295,CC(C)c1cc2oc(N3CCC(C(=O)N[C@H]4CCC[C@H](CO)C4)CC3)nc2cc1Cl,active,6.0
CHEMBL2391141,CCOc1ccc(-c2cc3oc(N4CCC(C(=O)N[C@H]5CCC[C@H](CO)C5)CC4)nc3cc2Cl)cc1,active,3.0
CHEMBL2391140,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4cccc(Cl)c4)cc3o2)CC1,active,3.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,active,3.0
CHEMBL2391299,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(F)cc4)cc3o2)CC1,active,3.0
CHEMBL2391142,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(OC(F)(F)F)cc4)cc3o2)CC1,active,2.0
CHEMBL2391287,Cc1ccc2oc(-c3cc(NC(=O)c4ccccc4C)ccc3Cl)nc2c1,intermediate,1500.0
CHEMBL521286,Cc1ccc2oc(-c3cc(NC(=O)c4ccccc4C(F)(F)F)ccc3Cl)nc2c1,intermediate,1300.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,active,180.0
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,active,6.0
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,2400.0
CHEMBL3094410,CCCCCCC(Sc1nc(Cl)cc(Nc2nc3c(s2)CCc2cc(OC)ccc2-3)n1)C(=O)O,intermediate,1900.0
CHEMBL3094428,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccccc3)c(-c3ccccc3)s2)n1)C(=O)O,active,600.0
CHEMBL3094427,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccccc3)c(CC)s2)n1)C(=O)O,intermediate,1700.0
CHEMBL3094426,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc(Br)cc3)c(C)s2)n1)C(=O)O,intermediate,1300.0
CHEMBL3094425,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccccc3)c(C)s2)n1)C(=O)O,active,700.0
CHEMBL3094424,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(C34CC5CC(CC(C5)C3)C4)cs2)n1)C(=O)O,active,900.0
CHEMBL3094423,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc(OC)cc3)cs2)n1)C(=O)O,intermediate,1300.0
CHEMBL3094422,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc(-c4ccccc4)cc3)cs2)n1)C(=O)O,active,500.0
CHEMBL3094421,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc(Cl)cc3Cl)cs2)n1)C(=O)O,active,400.0
CHEMBL3094420,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccc(C(F)(F)F)cc3)cs2)n1)C(=O)O,active,400.0
